ISO3,Year,Attack_Count,GDP_USD,GDP_per_capita_USD,Internet_Penetration,Cellular Subscription,No. of Internet Users,Broadband Subscription,Population,Population Growth,Growth Rate (%),Decade,Penetration_Index,Digital_Exposure_Index,Economic_Exposure,Connectivity_Score,Attack_Density,Growth_Adjusted_Risk,Log_Economic_Exposure,Digital_Exposure_Index_B,Log_Population,Adjusted_Threat_Index,Log_Attack_Count,Log_GDP_USD,Log_Internet_Users,GDP_Tier,Net_Group,Adjusted_Threat_Index_Norm,Attack_Density_Norm,Growth_Adjusted_Risk_Norm,Connectivity_Score_Norm,Digital_Exposure_Index_Norm,GDP_USD_Norm,Internet_Penetration_Norm
AFG,2015,0.0,19134211764.0,556.0072209,8.260000229,57.27106857,2788039.0,0.020535484,34413603.0,1042809.0,3.124915157847308,2010s,0.0,9.714496336774864,556.0072208655397,21.850534760999995,0.0,0.0,2.745080431800933,9.714496336774865e-09,7.536730144318183,0.0,,10.281810576119115,6.445298844521499,Low Income,Emerging,0.0,0.0,0.0706898433691203,0.11836708962387579,8.002906685944559e-06,0.00022142746767268813,0.08260000228999999
AFG,2016,13.0,18116562465.0,512.0127781,11.0,61.05463791,3809983.0,0.024873504,35383128.0,969525.0,2.8172725767772704,2010s,0.2115832611352817,16.705070583002303,512.0113310784733,24.026503804666664,0.3674067482106161,356210.02755889756,2.7092795722461473,1.6705070583002304e-08,7.548796223516909,0.04041474230316777,1.1139433523068367,10.258075795763057,6.5809230378743955,Low Income,Emerging,0.00155151168978758,0.0064759113439603186,0.17234710591605015,0.130154587075434,1.3761817023060263e-05,0.0002096508912432157,0.11
AFG,2017,0.0,18753469630.0,516.6798622,13.5,65.92913055,4811862.0,0.025297474,36296400.0,913272.0,2.581094582706198,2010s,0.0,22.515846290071615,516.6757482835764,26.48480934133333,0.0,0.0,2.713218077117947,2.2515846290071616e-08,7.559863552373112,0.0,,10.27308162949106,6.682313163659931,Low Income,Emerging,0.0,0.0,0.0706898433691203,0.14347153675031588,1.8548796619788163e-05,0.00021702139296170714,0.135
AFG,2018,1.0,18053228579.0,485.6684187,16.79999924,59.12084961,6163380.0,0.043040551,37172386.0,875986.0,2.4134239208296138,2010s,0.0115675171611865,42.74917630519119,485.66235643307914,25.321296466999996,0.026901689872692057,23565.503704820025,2.686334442721633,4.274917630519119e-08,7.570220438237957,0.004519483694159422,0.0,10.256554880959591,6.789818944757373,Low Income,Emerging,0.0001735018308589607,0.00047416918569607015,0.07741510209804656,0.13716864145822627,3.5217231754602486e-05,0.0002089179704326895,0.1679999924
AFG,2019,0.0,18799450743.0,494.1793499,17.60000038,59.35601807,6647431.0,0.051740516,,,,,0.0,54.051554813611574,,25.669252988666667,,,,5.405155481361157e-08,,,,10.274145160818527,6.822653838072085,Low Income,Emerging,0.0,0.0,0.0706898433691203,0.13905356561389695,4.452825287153904e-05,0.0002175535017069191,0.1760000038
AFG,2020,2.0,20116137326.0,516.7478708,18.39999962,58.2558136,7170891.0,0.068253607,,,,,0.0199503067840212,73.16151557637728,,25.574688942333335,,,,7.316151557637728e-08,,,0.3010299956639812,10.30354459173913,6.855573121126972,Low Income,Emerging,0.0,0.0,0.0706898433691203,0.13854130030460518,6.027124432005393e-05,0.0002327906371263583,0.1839999962
AGO,2005,,36970918699.0,1902.42215,1.143366814,8.290372849,222396.0,0.0,19433602.0,675457.0,3.600873114052589,2000s,,0.0,1902.4223455332676,3.144579887666667,,,3.279306938454599,0.0,7.288553304137684,,,10.567860242592284,5.347126971787943,Low Income,Emerging,0.0,0.0,0.0706898433691203,0.017034583979941145,0.0,0.00042783977756818997,0.01143366814
AGO,2006,,52381006892.0,2599.565948,1.5,15.15947914,302435.0,0.037012588,20149901.0,716299.0,3.685878716668171,2000s,,0.8416373335551214,2599.5664639741904,5.565497242666666,,,3.414900925661975,8.416373335551214e-10,7.30427291671736,,,10.719173842379336,5.480632049485542,Low Income,Emerging,0.0,0.0,0.0706898433691203,0.030148997181522984,6.933498979613572e-07,0.0006061704476409799,0.015
AGO,2007,,65266452081.0,3121.996085,1.700000048,23.73331642,355465.0,0.0559665,20905363.0,755462.0,3.7492094874312287,2000s,,2.2580601745708724,3121.995637243898,8.496427656,,,3.494432291832669,2.2580601745708724e-09,7.320257713026267,,,10.814690004858935,5.550796845416917,Low Income,Emerging,0.0,0.0,0.0706898433691203,0.04602621514030638,1.8602142861415514e-06,0.0007552851085021929,0.01700000048
AGO,2008,,88538610805.0,4080.941015,1.899999976,31.21990395,412139.0,0.073480219,21695634.0,790271.0,3.780230938826559,2000s,,4.358686165812344,4080.9413914799634,11.064461381666666,,,3.6107603576893164,4.358686165812344e-09,7.336372345807862,,,10.947132703497179,5.6150437130040505,Lower-Middle Income,Emerging,0.0,0.0,0.0706898433691203,0.05993757618880873,3.59073259683726e-06,0.0010245982757802646,0.01899999976
AGO,2009,,70307166934.0,3122.781743,2.299999952,36.01900864,517676.0,0.066624381,22514281.0,818647.0,3.7733260065135688,2000s,,5.5194114410216795,3122.7809111026017,12.795210991,,,3.4945415159507056,5.519411441021679e-09,7.352458082201974,,,10.84699959815268,5.714058031102826,Low Income,Emerging,0.0,0.0,0.0706898433691203,0.06931326407769732,4.546950577007044e-06,0.0008136179386666357,0.022999999519999998
AGO,2010,,81699556137.0,3497.974488,2.799999952,40.26060104,654197.0,0.064222649,23356246.0,841965.0,3.739693041940802,2010s,,7.239798733427836,3497.9746375766035,14.374941213666666,,,3.543816656257449,7.239798733427836e-09,7.368403040816273,,,10.912219697073722,5.815708548216916,Low Income,Emerging,0.0,0.0,0.0706898433691203,0.07787086099206103,5.9642241532696905e-06,0.0009454544586694131,0.02799999952
AGO,2011,,109437000000.0,4518.31335,4.699999809,49.84677505,1140179.0,0.06530375,24220661.0,864415.0,3.701001436617854,2010s,,15.29935165826612,4518.332509587579,18.204026202999998,,,3.6549781880198,1.529935165826612e-08,7.384185991190821,,,11.039164179210621,6.056973037836235,Lower-Middle Income,Emerging,0.0,0.0,0.0706898433691203,0.09861349503133492,1.2603770636368758e-05,0.0012664413919201971,0.04699999809
AGO,2012,,124998000000.0,4978.434435,7.699999809,50.92060089,1939499.0,0.081695303,25107931.0,887270.0,3.663277397755577,2010s,,32.031798379054756,4978.426936094415,19.567432000666667,,,3.697092137760586,3.2031798379054755e-08,7.3998109264801695,,,11.096903064240756,6.2876895600151705,Lower-Middle Income,Emerging,0.0,0.0,0.0706898433691203,0.10599923538100207,2.6388140416518052e-05,0.0014465184636570886,0.07699999809000001
AGO,2013,,133402000000.0,5127.717243,13.0,51.06592178,3399112.0,0.085648015,26015780.0,907849.0,3.615785784977663,2010s,,56.85803284982946,5127.734013740891,21.383856598333335,,,3.709925489334361,5.685803284982946e-08,7.415236851359008,,,11.125162340693368,6.531365474727399,Lower-Middle Income,Emerging,0.0,0.0,0.0706898433691203,0.11583903543618312,4.684025969735676e-05,0.0015437723490678485,0.13
AGO,2014,0.0,137244000000.0,5094.112329,21.39999962,52.15898514,5805465.0,0.32570231,26941779.0,925999.0,3.559374348952828,2010s,0.0,363.54965521781384,5094.095679427851,24.628229023333333,0.0,0.0,3.70706709780414,3.6354965521781385e-07,7.430426269351871,0.0,,11.137493367156011,6.763837011128202,Lower-Middle Income,Emerging,0.0,0.0,0.0706898433691203,0.13341420811747776,0.00029949612059675725,0.0015882332519412587,0.2139999962
AGO,2015,0.0,87219290029.0,3127.890598,22.0,49.79322433,6188099.0,0.55074203,27884381.0,942602.0,3.498662801740004,2010s,0.0,603.310871850491,3127.890485680855,24.11465545333333,0.0,0.0,3.4952515390498626,6.03310871850491e-07,7.4453610081150785,0.0,,10.94061254716494,6.791557253121994,Low Income,Emerging,0.0,0.0,0.0706898433691203,0.1306321156216389,0.0004970139925584935,0.0010093306566025945,0.22
AGO,2016,28.0,49840494026.0,1728.023754,23.20000076,45.07629013,6763900.0,0.293747187,28842484.0,958103.0,3.435984467433579,2010s,0.0669565307984831,307.19198554831945,1728.0236343721297,22.856679358999997,0.970790171886721,930116.9760551831,3.2375496780776003,3.0719198554831946e-07,7.460032660382951,0.2252233272557246,1.4471580313422192,10.69758233846055,6.830197178202873,Low Income,Emerging,0.008646266316109135,0.017111147569675345,0.3361319654850238,0.1238175012091616,0.0002530680654751689,0.0005767707871037922,0.23200000760000003
AGO,2017,0.0,68972763787.0,2313.220584,26.0,44.68610764,7854245.0,0.325048655,29816748.0,974264.0,3.377878271510873,2010s,0.0,377.65413882474786,2313.2222127979885,23.67038543166667,0.0,0.0,3.3642173539796794,3.7765413882474785e-07,7.474460274842299,0.0,,10.838677628821978,6.895104444233677,Low Income,Emerging,0.0,0.0,0.0706898433691203,0.1282254491465612,0.0003111155460663439,0.0007981757812713364,0.26
AGO,2018,0.0,77792940077.0,2524.942483,29.0,43.13051987,9069326.0,0.355604529,30809762.0,993014.0,3.33039002107138,2010s,0.0,444.7848379129982,2524.944531444287,24.162041466333335,0.0,0.0,3.402251841879525,4.4478483791299825e-07,7.488688343481305,0.0,,10.890940185360831,6.957575013040549,Low Income,Emerging,0.0,0.0,0.0706898433691203,0.13088881160226545,0.0003664185388248805,0.0009002457972411558,0.29
AGO,2019,0.0,69309104807.0,2177.799015,32.40000153,46.59863663,10482564.0,0.37413007,,,,,0.0,564.8600450448266,,26.457589409999997,,,,5.648600450448267e-07,,,,10.84079028955708,7.020467522615028,Low Income,Developing,0.0,0.0,0.0706898433691203,0.1433240829654575,0.0004653377874053494,0.0008020680315114623,0.3240000153
AGO,2020,1.0,53619071176.0,1631.431691,36.0,44.55950928,12034256.0,0.701661587,,,,,0.0016566447235348,1125.565055904457,,27.087056955666668,,,,1.125565055904457e-06,,,0.0,10.72931928658398,7.080419245829796,Low Income,Developing,0.0,0.0,0.0706898433691203,0.1467339876752605,0.000927252612908376,0.0006204977396456552,0.36
ALB,2005,,8052073539.0,2673.786584,6.043890953,49.57363892,183289.0,0.008811686,3011487.0,-15452.0,-0.5104827021621513,2000s,,2.640136808493344,2673.786584169216,18.542113853,,,3.427126739868175,2.640136808493344e-09,6.478780992746363,,,9.905907732614539,5.263136401772638,Low Income,Emerging,0.0,0.0,0.0706898433691203,0.10044495827038126,2.1749731312899224e-06,9.318127525950956e-05,0.06043890953
ALB,2006,,8896072919.0,2972.742924,9.609991074,62.35298538,288626.0,0.0,2992547.0,-18940.0,-0.6289251788236176,2000s,,0.0,2972.742924004201,23.987658818,,,3.473157354037181,0.0,6.4760409800242655,,,9.949198334061446,5.460335450624166,Low Income,Emerging,0.0,0.0,0.0706898433691203,0.12994415890658123,0.0,0.00010294831702405888,0.09609991074
ALB,2007,,10677324144.0,3595.038057,15.03611565,76.54705048,447488.0,0.329598099,2970017.0,-22530.0,-0.7528703809831558,2000s,,379.3576240995896,3595.0380566845242,30.63758807633333,,,3.5557034921377073,3.793576240995896e-07,6.472758935170769,,,10.028462427308476,5.650781393610234,Low Income,Emerging,0.0,0.0,0.0706898433691203,0.16596766044204442,0.00031251889557853946,0.00012356154911876685,0.1503611565
ALB,2008,,12881353508.0,4370.539925,23.86000061,61.93244934,704273.0,2.131430626,2947314.0,-22703.0,-0.7644063990206116,2000s,,3149.6326822208407,4370.539924826469,29.307960192,,,3.640535091864763,3.1496326822208406e-06,6.469426407041941,,,10.109961498906705,5.847741038987561,Lower-Middle Income,Emerging,0.0,0.0,0.0706898433691203,0.1587648992889309,0.002594701318213984,0.00014906731056669713,0.2386000061
ALB,2009,,12044208086.0,4114.134899,41.20000076,82.86919403,1207388.0,3.094467402,2927519.0,-19795.0,-0.6716284725685828,2000s,,10565.164200592313,4114.134899209877,42.38788739733334,,,3.6142785277626817,1.0565164200592313e-05,6.4664997223843255,,,10.080778250147008,6.081846855168538,Lower-Middle Income,Developing,0.0,0.0,0.0706898433691203,0.22962050683913288,0.008703696031974923,0.0001393795850855774,0.41200000760000005
ALB,2010,,11926922829.0,4094.348386,45.0,91.32805634,1311031.0,3.579992533,2913021.0,-14498.0,-0.4952316278732947,2010s,,14712.91918877715,4094.3483857479914,46.636016291,,,3.612184793766312,1.471291918877715e-05,6.464343615472585,,,10.076528409238897,6.117612960927129,Lower-Middle Income,Developing,0.0,0.0,0.0706898433691203,0.25263315430934086,0.012120661253418869,0.0001380223210512307,0.45
ALB,2011,,12890764531.0,4437.142612,47.0,105.8529129,1363310.0,4.377871513,2905195.0,-7826.0,-0.2686558044037444,2010s,,21780.29124179007,4437.1426121138165,52.410261471000005,,,3.647103387395561,2.178029124179007e-05,6.463175288045369,,,10.110278675440929,6.134594620311178,Lower-Middle Income,Developing,0.0,0.0,0.0706898433691203,0.28391296527081933,0.017942838450707526,0.00014917621805746818,0.47000000000000003
ALB,2012,,12319830437.0,4247.630047,49.40000153,120.1058578,1428742.0,5.493573189,2900401.0,-4794.0,-0.1650147408349525,2010s,,32594.63082995496,4247.630047362416,58.333144172999994,,,3.628146684300891,3.259463082995496e-05,6.462458046191314,,,10.090604730492204,6.154953811651399,Lower-Middle Income,Developing,0.0,0.0,0.0706898433691203,0.3159979643469358,0.026851807850034343,0.00014256917867681946,0.4940000153
ALB,2013,,12776220507.0,4413.062005,51.79999924,126.9369659,1495476.0,6.286818027,2895092.0,-5309.0,-0.1830436549980502,2010s,,41337.93295906076,4413.062005283425,61.674594389,,,3.6447400295009564,4.133793295906076e-05,6.46166236925775,,,10.106402398758707,6.174779447690839,Lower-Middle Income,Developing,0.0,0.0,0.0706898433691203,0.33409901960792343,0.03405463429008056,0.00014785067648386238,0.5179999923999999
ALB,2014,1.0,13228147516.0,4578.633208,54.29999924,115.9979324,1566066.0,7.180321217,2889104.0,-5988.0,-0.2068328053132681,2010s,0.0003949471833006,45226.600509088115,4578.633208081122,59.159417619,0.34612807292503145,-2072.6149006750884,3.660735853816679,4.522660050908812e-05,6.460763175562843,0.1879475409677187,0.0,10.121499029379523,6.194810060935081,Lower-Middle Income,Developing,0.00721525835030227,0.0061008534133766045,0.07009834863057939,0.32047399132322185,0.037258160490169834,0.00015308052626340944,0.5429999924
ALB,2015,0.0,11386850130.0,3952.802538,56.90000153,117.6592178,1640132.0,8.40231514,2880703.0,-8401.0,-0.2907821940643189,2010s,0.0,56251.900673510245,3952.802538130449,60.987178156666666,0.0,-0.0,3.5969051197458852,5.625190067351025e-05,6.459498484899612,0.0,,10.056403604645498,6.21487880205055,Low Income,Developing,0.0,0.0,0.0706898433691203,0.330375199588345,0.0463409214837977,0.00013177242000624904,0.5690000153
ALB,2016,2.0,11861199831.0,4124.05539,59.59999847,116.7444458,1717114.0,9.228640556,2876101.0,-4602.0,-0.159752671483315,2010s,0.0008002632855831,64212.59297256782,4124.055389918504,61.857694942,0.6953858713584815,-3200.165779991732,3.615324489631463,6.421259297256782e-05,6.458804133092097,0.4144499686902512,0.3010299956639812,10.07412862272356,6.234799129131457,Lower-Middle Income,Developing,0.015910629008380934,0.012256871368564595,0.06977656168774897,0.335090898287516,0.05289902551886762,0.00013726175264138497,0.5959999847
ALB,2017,0.0,13019689337.0,4531.019374,62.40000153,125.71035,1796721.0,10.52684498,2873457.0,-2644.0,-0.0919300121935912,2010s,0.0,82576.00411498833,4531.019373876136,66.21239883666667,0.0,-0.0,3.6561959191532556,8.257600411498833e-05,6.4584047024954865,0.0,,10.114600621648743,6.2544806438493,Lower-Middle Income,Developing,0.0,0.0,0.0706898433691203,0.3586808759161395,0.06802700135144853,0.00015066817882725976,0.6240000152999999
ALB,2018,0.0,15156432310.0,5287.663694,65.40000153,94.17700195,1881570.0,12.55565929,2866376.0,-7081.0,-0.2464279089612268,2010s,0.0,77332.51626239155,5287.6636945048385,57.37755425666666,0.0,-0.0,3.723263825398652,7.733251626239156e-05,6.457333158850769,0.0,,10.180596984249421,6.274520380002803,Lower-Middle Income,Developing,0.0,0.0,0.0706898433691203,0.3108214138181961,0.06370735959767468,0.00017539527976114704,0.6540000153
ALB,2019,0.0,15401830754.0,5396.215864,68.55039215,91.29301453,1970058.0,15.14073467,,,,,0.0,94753.3209625134,,58.32804711666666,,,,9.475332096251341e-05,,,,10.187572346752287,6.294479012308372,Lower-Middle Income,Developing,0.0,0.0,0.0706898433691203,0.31597035295296194,0.07805880609329659,0.00017823511224005647,0.6855039215
ALB,2020,1.0,15131866271.0,5332.160475,72.23999786,91.00294495,2071012.0,17.68495178,,,,,0.0002560639648418,116261.80231837752,,60.30929819666667,,,,0.00011626180231837752,,,0.0,10.179892494527698,6.316182615319664,Lower-Middle Income,Advanced,0.0,0.0,0.0706898433691203,0.3267030387530521,0.09577772463318507,0.00017511099338062558,0.7223999786
AND,2005,,3159905484.0,40064.22493,37.6057663,81.85932922,30026.0,13.11194801,78867.0,2623.0,3.440270709826347,2000s,,40363.595282526745,40066.25691353798,44.192347843333344,,,4.602778771488672,4.036359528252674e-05,4.896895321132537,,,9.499674092621209,4.477497480263115,High Income,Developing,0.0,0.0,0.0706898433691203,0.23939549558291623,0.03325196442068304,3.656747808778771e-05,0.376057663
AND,2006,,3456442103.0,42674.75897,48.93684769,85.19748688,39267.0,18.04600334,80993.0,2126.0,2.6956775330619904,2000s,,75239.1374639569,42675.81276159668,50.72677930333333,,,4.630181801011499,7.52391374639569e-05,4.908447485634927,,,9.538629286646426,4.594027722426145,High Income,Developing,0.0,0.0,0.0706898433691203,0.2747933310467607,0.06198281160244951,3.999909854998669e-05,0.4893684769
